,Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy
430,"Galveston, TX",April 2012,All Residential,Place/City,False,TX,0.948684546,4.1%,4.7%,80,37.9%,1900.0%,629,0.0%,21.4%,62,-18,-120.0,$145K,7.4%,100.0%,147,-13.5%,88.5%
431,"Conroe, TX",May 2012,All Residential,Place/City,False,TX,0.9732542940000001,1.1%,2.1%,157,44.0%,67.0%,591,0.7%,-10.6%,62,-8,-12.0,$172K,7.3%,11.1%,183,-6.6%,15.1%
432,"Friendswood, TX",June 2012,All Residential,Place/City,False,TX,0.968950525,0.5%,-0.4%,81,-2.4%,161.3%,285,-2.7%,-7.8%,57,-68,-3.0,$205K,-7.0%,43.4%,86,-16.5%,2.4%
433,"Houston, TX",March 2013,All Residential,Place/City,False,TX,0.973300343,0.6%,1.1%,2551,32.9%,18.0%,6817,-2.0%,-32.3%,39,-13,-31.0,$162K,1.6%,4.3%,3402,12.1%,-3.0%
434,"Sugar Land, TX",June 2013,All Residential,Place/City,False,TX,0.978401616,1.0%,1.3%,275,-1.4%,20.6%,397,7.3%,-37.4%,14,-8,-31.0,$273K,-14.3%,14.7%,300,-7.1%,5.3%
435,"League City, TX",August 2013,All Residential,Place/City,False,TX,0.982296752,0.7%,0.8%,194,-19.5%,36.6%,492,-1.4%,-14.4%,30,1,-36.0,$191K,-2.8%,6.9%,201,-17.6%,13.6%
436,"Missouri City, TX",February 2014,All Residential,Place/City,False,TX,0.968357893,-0.8%,0.5%,87,-17.9%,-8.4%,383,7.0%,-12.2%,61,15,-20.0,$179K,-5.5%,8.5%,184,26.9%,6.4%
437,"Pasadena, TX",July 2014,All Residential,Place/City,False,TX,0.9829038240000001,1.0%,-0.1%,95,-5.0%,4.4%,246,6.5%,-13.7%,20,-8,-20.0,$125K,-1.8%,3.7%,128,10.3%,17.4%
438,"Conroe, TX",July 2014,All Residential,Place/City,False,TX,0.976500412,0.2%,0.1%,185,-2.1%,-5.1%,524,13.2%,5.6%,19,0,-24.0,$205K,10.8%,10.8%,245,1.2%,0.0%
439,"Sugar Land, TX",October 2014,All Residential,Place/City,False,TX,0.9782744290000001,-0.6%,0.6%,163,-28.2%,-7.9%,341,-3.7%,-7.3%,32,15,9.0,$320K,8.5%,23.1%,178,9.2%,-22.3%
440,"Missouri City, TX",December 2014,All Residential,Place/City,False,TX,0.971686438,0.2%,0.3%,140,12.9%,20.7%,273,-7.1%,-21.8%,32,-3,-7.0,$245K,1.1%,6.9%,108,21.3%,0.0%
441,"League City, TX",July 2015,All Residential,Place/City,False,TX,0.987127586,0.0%,0.5%,232,16.6%,22.8%,417,4.8%,-7.3%,16,-9,-5.0,$233K,-2.3%,8.1%,255,12.3%,-5.9%
442,"Houston, TX",August 2015,All Residential,Place/City,False,TX,0.978572241,0.1%,-0.5%,2735,-11.0%,-3.8%,8531,2.5%,26.5%,25,4,6.0,$196K,-2.5%,5.4%,3534,-15.3%,2.8%
443,"Baytown, TX",October 2015,All Residential,Place/City,False,TX,0.97063824,-0.9%,-1.2%,75,-21.1%,-26.5%,289,0.3%,1.8%,37,18,2.0,$150K,3.4%,3.4%,110,10.0%,2.8%
444,"Pasadena, TX",April 2017,All Residential,Place/City,False,TX,0.973073559,-0.3%,-1.3%,78,-21.2%,-10.3%,160,-3.6%,-2.4%,21,2,6.0,$146K,4.3%,7.8%,105,-5.4%,-18.0%
445,"Sugar Land, TX",June 2017,All Residential,Place/City,False,TX,0.9663398120000001,-0.7%,-1.4%,235,-1.3%,15.8%,821,10.1%,18.6%,26,2,-2.0,$345K,5.9%,12.0%,332,-2.4%,5.7%
446,"Pasadena, TX",August 2017,All Residential,Place/City,False,TX,0.968269983,-1.5%,-2.4%,67,-34.3%,-33.0%,185,3.9%,1.1%,16,0,2.0,$160K,-1.2%,10.7%,91,-15.0%,-14.2%
447,"Baytown, TX",August 2017,All Residential,Place/City,False,TX,0.9791462740000001,-0.3%,-0.9%,88,-9.3%,-27.9%,305,-1.6%,20.1%,19,3,-7.0,$174K,-8.6%,4.7%,129,-25.4%,2.4%
448,"Missouri City, TX",September 2017,All Residential,Place/City,False,TX,0.969487856,-0.9%,-0.6%,139,46.3%,-2.8%,574,-5.9%,16.0%,54,27,19.0,$259K,9.7%,11.2%,140,-5.4%,1.4%
449,"Baytown, TX",May 2018,All Residential,Place/City,False,TX,0.9749753590000001,0.2%,-0.5%,111,0.0%,20.7%,280,9.4%,19.7%,27,1,4.0,$186K,-6.6%,3.0%,176,23.9%,44.3%
450,"Baytown, TX",January 2019,All Residential,Place/City,False,TX,0.9575290790000001,-2.6%,-0.9%,72,-25.8%,-8.9%,296,1.7%,39.6%,53,6,15.0,$164K,-11.5%,-9.9%,122,90.6%,11.9%
451,"Pasadena, TX",May 2019,All Residential,Place/City,False,TX,0.98738228,1.3%,0.1%,98,5.4%,7.7%,209,16.1%,43.2%,24,-9,15.0,$175K,6.6%,5.9%,129,9.3%,9.3%
452,"Conroe, TX",May 2019,All Residential,Place/City,False,TX,0.9766321579999999,0.1%,0.0%,253,20.5%,1.6%,808,3.3%,0.5%,40,-15,4.0,$250K,0.0%,3.3%,336,4.3%,0.0%
453,"Galveston, TX",December 2019,All Residential,Place/City,False,TX,0.955496108,0.5%,-0.2%,119,17.8%,45.1%,522,-5.3%,3.8%,61,-5,-15.0,$263K,1.7%,30.9%,88,-24.1%,-1.1%
454,"Missouri City, TX",January 2020,All Residential,Place/City,False,TX,0.9684484740000001,-0.3%,-0.3%,122,-29.5%,35.6%,461,-3.6%,-19.5%,55,4,3.0,$234K,-3.8%,0.1%,155,11.5%,-3.1%
455,"Conroe, TX",January 2020,All Residential,Place/City,False,TX,0.96630479,-0.4%,0.0%,132,-41.6%,32.0%,747,9.2%,-1.6%,64,-2,6.0,$239K,-3.3%,1.5%,280,60.9%,4.1%
456,"Galveston, TX",April 2020,All Residential,Place/City,False,TX,0.961445599,0.4%,0.2%,72,-31.4%,-49.3%,601,-5.4%,-4.6%,25,-11,-19.0,$230K,-2.1%,-8.0%,115,-44.4%,-42.8%
457,"Baytown, TX",November 2013,All Residential,Place/City,False,TX,0.96683392,0.1%,0.0%,57,-18.6%,-10.9%,326,-9.4%,-15.8%,42,-27,-46.0,$135K,4.3%,2.1%,48,-55.6%,-36.8%
458,"Sugar Land, TX",January 2014,All Residential,Place/City,False,TX,0.9752883520000001,-0.1%,1.8%,110,-45.0%,-0.9%,300,0.0%,-23.7%,29,-6,-53.0,$297K,-3.6%,27.3%,173,39.5%,-10.8%
459,"Galveston, TX",September 2014,All Residential,Place/City,False,TX,0.9581903940000001,1.3%,0.6%,99,-20.2%,25.3%,608,-0.3%,1.5%,87,7,-40.0,$183K,0.8%,15.9%,134,8.1%,19.6%
460,"League City, TX",November 2014,All Residential,Place/City,False,TX,0.980060611,0.3%,0.3%,152,-6.7%,7.8%,396,-8.1%,-13.7%,46,10,-4.0,$210K,3.3%,6.7%,136,-21.8%,0.7%
461,"Pasadena, TX",July 2015,All Residential,Place/City,False,TX,0.98238999,-0.7%,-0.1%,100,12.4%,5.3%,198,7.6%,-19.5%,16,0,-4.0,$139K,1.1%,11.2%,143,18.2%,11.7%
462,"Houston, TX",September 2015,All Residential,Place/City,False,TX,0.973765944,-0.5%,-0.6%,2613,-4.5%,-1.5%,8633,1.2%,31.9%,27,2,4.0,$190K,-3.1%,5.6%,3282,-7.1%,12.5%
463,"Baytown, TX",November 2015,All Residential,Place/City,False,TX,0.976529193,0.6%,0.8%,74,-1.3%,-16.9%,275,-4.8%,0.0%,33,-4,-29.0,$150K,0.0%,-1.5%,82,-25.5%,-10.9%
464,"Pasadena, TX",March 2016,All Residential,Place/City,False,TX,0.974850025,0.3%,0.4%,92,39.4%,8.2%,151,-13.7%,-3.2%,35,-12,0.0,$139K,6.9%,20.4%,99,10.0%,-10.0%
465,"Conroe, TX",July 2016,All Residential,Place/City,False,TX,0.9696028609999999,-0.5%,-0.4%,197,0.5%,2.1%,766,2.3%,4.4%,43,0,7.0,$235K,2.7%,6.8%,273,10.1%,5.0%
466,"League City, TX",February 2017,All Residential,Place/City,False,TX,0.982932516,0.8%,0.8%,125,17.9%,-1.6%,369,0.8%,-4.4%,37,-13,-3.0,$245K,-3.9%,4.3%,191,17.9%,2.1%
467,"Texas City, TX",March 2017,All Residential,Place/City,False,TX,0.97738732,3.0%,3.1%,41,36.7%,-21.2%,119,-15.0%,21.4%,37,17,-12.0,$155K,33.5%,22.8%,69,56.8%,0.0%
468,"League City, TX",January 2018,All Residential,Place/City,False,TX,0.979748537,0.1%,0.5%,103,-39.1%,-2.8%,331,-4.3%,-9.6%,32,-17,-18.0,$265K,2.0%,3.9%,168,84.6%,3.7%
469,"Missouri City, TX",May 2018,All Residential,Place/City,False,TX,0.973213867,0.3%,0.2%,180,36.4%,1.7%,536,6.6%,-5.5%,37,3,2.0,$267K,1.4%,2.7%,240,2.6%,-14.9%
470,"Galveston, TX",September 2018,All Residential,Place/City,False,TX,0.9564994809999999,0.6%,0.4%,115,-7.3%,-15.4%,586,-3.9%,0.5%,47,-10,-19.0,$218K,-0.9%,-8.4%,111,-27.0%,-4.3%
471,"Texas City, TX",February 2019,All Residential,Place/City,False,TX,0.983241328,-1.3%,1.7%,67,91.4%,52.3%,220,-2.2%,29.4%,77,42,28.0,$175K,-11.2%,18.2%,74,0.0%,48.0%
472,"Texas City, TX",September 2013,All Residential,Place/City,False,TX,0.946851365,-2.0%,3.0%,29,0.0%,7.4%,217,3.8%,-5.7%,72,-7,-18.0,$86K,6.2%,14.7%,50,2.0%,-9.1%
473,"Friendswood, TX",February 2012,All Residential,Place/City,False,TX,0.9455566590000001,-0.5%,-0.7%,36,-10.0%,140.0%,290,1.8%,13.3%,115,24,35.0,$226K,35.0%,80.8%,77,32.8%,60.4%
474,"League City, TX",September 2012,All Residential,Place/City,False,TX,0.974662305,0.0%,-1.5%,136,-4.2%,4433.3%,544,-5.4%,-10.7%,69,3,-74.0,$185K,3.4%,-33.6%,138,-22.0%,36.6%
475,"Texas City, TX",December 2012,All Residential,Place/City,False,TX,0.9292401220000001,-1.3%,-2.3%,32,-3.0%,3100.0%,208,-6.3%,-4.6%,60,-24,54.0,$90K,-6.5%,52.8%,31,-32.6%,6.9%
476,"Pasadena, TX",January 2013,All Residential,Place/City,False,TX,0.945116994,-2.5%,-3.2%,69,25.5%,46.8%,315,1.3%,-19.0%,87,31,6.0,$103K,20.6%,14.0%,107,94.5%,27.4%
477,"Galveston, TX",May 2013,All Residential,Place/City,False,TX,0.941341381,-0.3%,0.5%,107,1.9%,10.3%,616,0.5%,-1.1%,58,-8,-19.0,$157K,-19.5%,13.4%,149,-0.7%,14.6%
478,"Conroe, TX",January 2014,All Residential,Place/City,False,TX,0.97734112,1.2%,1.4%,93,-38.8%,10.7%,398,-0.7%,-10.2%,49,4,-33.0,$187K,4.5%,21.0%,148,51.0%,4.2%
479,"Texas City, TX",March 2014,All Residential,Place/City,False,TX,0.947318091,-1.2%,0.0%,37,85.0%,12.1%,162,-4.7%,-17.3%,131,50,57.0,$87K,11.5%,20.8%,52,33.3%,4.0%
480,"Texas City, TX",May 2014,All Residential,Place/City,False,TX,0.951122481,-0.9%,-2.1%,51,24.4%,10.9%,154,2.0%,-27.7%,76,0,3.0,$105K,13.5%,4.3%,54,17.4%,-19.4%
481,"Friendswood, TX",June 2014,All Residential,Place/City,False,TX,0.980785218,0.2%,0.4%,89,-5.3%,-12.7%,172,13.2%,-19.6%,14,-4,-35.0,$239K,5.8%,18.7%,113,29.9%,15.3%
482,"Baytown, TX",August 2014,All Residential,Place/City,False,TX,0.972727695,0.0%,0.7%,96,14.3%,5.5%,308,-0.6%,-13.5%,22,1,-29.0,$145K,1.8%,7.4%,131,-3.7%,23.6%
483,"Baytown, TX",January 2015,All Residential,Place/City,False,TX,0.9729300209999999,1.0%,1.7%,72,-15.3%,26.3%,244,-0.4%,-12.9%,47,12,-27.0,$130K,-15.0%,10.1%,101,94.2%,11.0%
484,"Sugar Land, TX",April 2015,All Residential,Place/City,False,TX,0.984201758,0.4%,1.1%,148,-23.3%,-26.7%,436,8.2%,44.9%,19,4,2.0,$318K,-0.8%,4.1%,288,20.0%,12.5%
485,"Houston, TX",June 2015,All Residential,Place/City,False,TX,0.981001523,0.1%,-0.5%,3002,12.8%,0.9%,7615,3.8%,23.2%,20,0,3.0,$205K,1.0%,2.3%,3740,2.2%,3.5%
486,"Pasadena, TX",September 2015,All Residential,Place/City,False,TX,0.987174755,-0.4%,2.1%,90,-9.1%,11.1%,203,8.0%,-2.4%,17,-1,-5.0,$148K,-6.6%,22.9%,106,17.8%,24.7%
487,"Friendswood, TX",November 2015,All Residential,Place/City,False,TX,0.984154698,0.1%,2.5%,43,-41.9%,-18.9%,144,-1.4%,10.8%,22,4,-29.0,$200K,-9.1%,-23.7%,44,-33.3%,-22.8%
488,"Friendswood, TX",July 2016,All Residential,Place/City,False,TX,0.9878483440000001,0.4%,-0.3%,78,-13.3%,-9.3%,200,2.6%,29.0%,11,-12,-3.0,$262K,-4.6%,15.6%,106,-2.8%,2.9%
489,"Sugar Land, TX",August 2016,All Residential,Place/City,False,TX,0.974634828,-0.1%,-0.5%,208,-1.9%,-17.1%,707,-3.7%,26.5%,28,0,4.0,$306K,-16.0%,-5.4%,218,-25.9%,-1.4%
490,"Houston, TX",November 2016,All Residential,Place/City,False,TX,0.969464555,-0.1%,-0.2%,2290,-1.8%,26.9%,8810,-5.2%,4.4%,39,-1,5.0,$206K,0.6%,14.5%,2512,-18.7%,-2.4%
491,"Baytown, TX",February 2017,All Residential,Place/City,False,TX,0.975282861,1.3%,1.0%,84,20.0%,10.5%,215,-0.5%,-13.7%,53,3,5.0,$166K,7.8%,9.8%,108,11.3%,-9.2%
492,"League City, TX",June 2017,All Residential,Place/City,False,TX,0.981938977,-0.4%,-0.8%,232,8.4%,6.4%,442,13.3%,9.4%,23,0,-4.0,$253K,-0.8%,3.3%,274,6.6%,2.6%
493,"Missouri City, TX",October 2017,All Residential,Place/City,False,TX,0.970746588,0.1%,-1.1%,128,-7.9%,9.4%,531,-7.5%,8.8%,48,-6,21.0,$230K,-11.2%,0.0%,150,7.1%,-9.1%
494,"Sugar Land, TX",November 2018,All Residential,Place/City,False,TX,0.967379295,0.1%,0.9%,116,-26.6%,-29.3%,721,-5.5%,-0.3%,44,-7,-30.0,$288K,-6.5%,-10.4%,155,-19.7%,-1.3%
495,"Missouri City, TX",February 2019,All Residential,Place/City,False,TX,0.966485473,-0.5%,-0.5%,115,27.8%,13.9%,548,-4.4%,24.5%,73,21,25.0,$231K,-1.3%,-1.1%,164,2.5%,1.2%
496,"Missouri City, TX",September 2019,All Residential,Place/City,False,TX,0.97352837,0.3%,0.0%,146,-24.4%,16.8%,587,-5.3%,-5.5%,49,2,-2.0,$248K,-6.2%,0.2%,175,-11.6%,-7.4%
497,"Missouri City, TX",October 2019,All Residential,Place/City,False,TX,0.970399193,-0.3%,-0.6%,175,19.9%,25.9%,571,-2.7%,-6.5%,50,1,14.0,$227K,-8.3%,-1.3%,185,5.7%,0.5%
498,"Texas City, TX",November 2019,All Residential,Place/City,False,TX,0.9722893359999999,0.3%,-1.0%,57,-26.9%,-3.4%,255,2.8%,8.1%,39,-4,4.0,$190K,0.0%,7.6%,73,-20.7%,0.0%
499,"League City, TX",April 2020,All Residential,Place/City,False,TX,0.9854609,-0.3%,0.2%,147,-8.1%,-20.5%,359,-7.2%,-21.6%,17,-16,-13.0,$280K,-0.4%,6.2%,163,-33.5%,-32.9%
500,"Missouri City, TX",May 2020,All Residential,Place/City,False,TX,0.9823030770000001,0.6%,0.5%,126,-6.7%,-33.7%,412,-11.2%,-37.6%,38,-14,1.0,$264K,2.1%,7.2%,180,22.4%,-31.8%
501,"Baytown, TX",March 2013,All Residential,Place/City,False,TX,0.955171511,1.1%,-1.1%,94,38.2%,64.9%,347,-0.6%,-4.9%,83,-4,3.0,$121K,37.0%,14.9%,102,25.9%,-5.6%
502,"Houston, TX",November 2013,All Residential,Place/City,False,TX,0.975453773,0.0%,0.9%,2190,-15.3%,1.5%,6685,-5.2%,-15.3%,32,0,-21.0,$170K,4.3%,10.9%,2336,-19.4%,2.5%
503,"Galveston, TX",May 2014,All Residential,Place/City,False,TX,0.94848196,-0.2%,0.7%,132,17.9%,23.4%,657,-1.8%,6.7%,69,5,11.0,$205K,23.1%,30.6%,173,-1.1%,16.1%
504,"Pasadena, TX",May 2016,All Residential,Place/City,False,TX,0.9779858790000001,-0.8%,0.4%,95,9.2%,0.0%,137,-16.5%,-18.0%,17,2,-3.0,$156K,14.8%,12.7%,109,-14.8%,9.0%
505,"Conroe, TX",January 2017,All Residential,Place/City,False,TX,0.9663889920000001,0.3%,-0.7%,104,-44.4%,9.5%,688,-0.3%,-1.4%,66,4,-4.0,$216K,-2.3%,-0.7%,204,43.7%,-5.6%
506,"Galveston, TX",February 2017,All Residential,Place/City,False,TX,0.950951455,-0.4%,-0.6%,81,32.8%,39.7%,619,5.8%,14.8%,97,3,38.0,$215K,14.4%,28.1%,169,-1.2%,-5.1%
507,"Pasadena, TX",March 2017,All Residential,Place/City,False,TX,0.976226105,0.4%,0.1%,99,47.8%,7.6%,166,7.8%,9.9%,19,-8,-16.0,$140K,-9.7%,1.1%,111,16.8%,12.1%
508,"Galveston, TX",March 2017,All Residential,Place/City,False,TX,0.952389432,0.1%,0.8%,118,45.7%,5.4%,641,3.6%,8.6%,48,-49,-11.0,$222K,3.4%,26.1%,204,20.7%,-9.3%
509,"Pasadena, TX",March 2019,All Residential,Place/City,False,TX,0.977756782,-0.7%,0.7%,95,28.4%,30.1%,185,-7.0%,44.5%,30,6,17.0,$159K,-7.6%,-6.8%,96,10.3%,-22.0%
510,"Texas City, TX",March 2020,All Residential,Place/City,False,TX,0.965272254,-0.3%,-0.4%,59,-3.3%,-14.5%,262,2.7%,21.3%,53,-17,4.0,$189K,14.5%,0.0%,96,20.0%,26.3%
511,"Conroe, TX",July 2020,All Residential,Place/City,False,TX,0.980925103,0.3%,0.7%,336,15.9%,22.6%,623,-4.2%,-20.2%,55,13,14.0,$260K,-1.9%,3.7%,360,17.6%,18.0%
512,"Pasadena, TX",December 2012,All Residential,Place/City,False,TX,0.969953817,-1.1%,0.4%,55,3.8%,0.0%,311,-6.9%,-24.3%,56,-11,-43.0,$85K,-21.3%,-22.0%,55,-17.9%,10.0%
513,"Texas City, TX",January 2013,All Residential,Place/City,False,TX,0.925659085,-0.4%,-1.8%,26,-18.8%,44.4%,208,0.0%,-5.9%,123,63,51.0,$82K,-8.6%,10.4%,49,58.1%,2.1%
514,"Sugar Land, TX",May 2013,All Residential,Place/City,False,TX,0.968004028,0.2%,0.0%,279,38.8%,29.8%,370,9.5%,-39.2%,22,1,-9.0,$319K,31.6%,41.6%,323,29.7%,17.0%
515,"Friendswood, TX",September 2013,All Residential,Place/City,False,TX,0.971971791,-0.3%,1.4%,61,-34.4%,-3.2%,191,-3.5%,-24.8%,38,1,-16.0,$190K,-15.9%,5.6%,70,-23.9%,2.9%
516,"Baytown, TX",April 2012,All Residential,Place/City,False,TX,0.9559285240000001,-1.0%,2.0%,78,36.8%,18.2%,412,12.9%,-22.1%,64,-16,3.0,$115K,9.0%,4.4%,136,25.9%,28.3%
517,"Galveston, TX",July 2012,All Residential,Place/City,False,TX,0.935531056,0.2%,8.2%,86,-6.5%,2766.7%,595,0.8%,9.2%,76,-13,-134.0,$177K,13.8%,268.8%,126,14.5%,65.8%
518,"Missouri City, TX",August 2012,All Residential,Place/City,False,TX,0.9658796159999999,-0.6%,1.3%,138,1.5%,12.2%,540,-3.1%,-22.1%,54,-4,-43.0,$175K,-12.5%,0.3%,166,-1.8%,0.0%
519,"League City, TX",February 2013,All Residential,Place/City,False,TX,0.9648028129999999,-0.7%,-0.6%,109,25.3%,-11.4%,476,0.0%,-17.8%,70,11,-23.0,$202K,18.1%,26.3%,193,24.5%,10.9%
520,"Pasadena, TX",June 2013,All Residential,Place/City,False,TX,0.9762089490000001,0.5%,-1.0%,93,8.1%,1.1%,290,-2.4%,-24.7%,41,-20,10.0,$111K,-13.5%,11.1%,98,-25.2%,-13.3%
521,"Missouri City, TX",July 2013,All Residential,Place/City,False,TX,0.9769731359999999,-0.6%,0.5%,172,-7.0%,26.5%,422,-3.7%,-24.2%,34,3,-24.0,$201K,-8.1%,0.7%,214,13.8%,26.6%
522,"Sugar Land, TX",March 2014,All Residential,Place/City,False,TX,0.98503067,1.5%,2.6%,189,46.5%,9.9%,304,0.7%,-17.4%,16,-13,-13.0,$314K,12.1%,21.9%,239,29.2%,3.0%
523,"Friendswood, TX",May 2015,All Residential,Place/City,False,TX,0.980569171,1.4%,0.2%,65,1.6%,-30.9%,125,13.6%,-17.8%,12,-2,-6.0,$197K,-14.3%,-12.6%,92,5.7%,5.7%
524,"Pasadena, TX",February 2016,All Residential,Place/City,False,TX,0.9719129459999999,-0.2%,-0.1%,66,17.9%,-7.0%,175,-3.3%,8.0%,47,5,11.0,$130K,4.4%,23.3%,90,-10.0%,-3.2%
525,"Sugar Land, TX",February 2016,All Residential,Place/City,False,TX,0.967499883,1.1%,-0.6%,117,42.7%,0.9%,530,0.4%,34.5%,45,-22,19.0,$265K,-21.5%,-13.1%,191,5.5%,-10.3%
526,"Missouri City, TX",August 2017,All Residential,Place/City,False,TX,0.978188105,0.6%,0.8%,95,-40.3%,-39.1%,610,-4.2%,16.6%,27,-4,-5.0,$236K,-0.2%,-4.0%,148,-33.6%,-22.1%
527,"Baytown, TX",September 2017,All Residential,Place/City,False,TX,0.98025946,0.1%,0.6%,89,1.1%,-15.2%,279,-8.5%,5.3%,16,-3,-14.0,$173K,-0.7%,-1.4%,100,-22.5%,-15.3%
528,"Pasadena, TX",March 2018,All Residential,Place/City,False,TX,0.970357232,-0.6%,-0.6%,73,19.7%,-26.3%,128,12.3%,-22.9%,13,-16,-6.0,$170K,10.0%,21.4%,123,59.7%,10.8%
529,"Sugar Land, TX",January 2019,All Residential,Place/City,False,TX,0.962891424,0.3%,0.3%,96,-36.8%,0.0%,618,-2.5%,4.4%,62,-19,-19.0,$274K,-10.8%,-3.7%,172,81.1%,-3.9%
530,"Baytown, TX",February 2019,All Residential,Place/City,False,TX,0.989345576,3.2%,2.8%,73,1.4%,-12.0%,288,-2.7%,26.3%,50,-3,21.0,$187K,14.2%,3.9%,105,-13.9%,-11.0%
531,"Sugar Land, TX",May 2019,All Residential,Place/City,False,TX,0.966846955,-0.5%,0.0%,208,25.3%,-6.7%,818,7.2%,3.9%,36,-4,9.0,$360K,16.3%,15.0%,314,8.7%,-14.9%
532,"Galveston, TX",May 2019,All Residential,Place/City,False,TX,0.9599821890000001,0.1%,0.8%,153,7.7%,9.3%,612,-2.9%,-2.1%,46,2,4.0,$221K,-11.7%,13.3%,183,-9.0%,-3.2%
533,"League City, TX",August 2019,All Residential,Place/City,False,TX,0.9810574590000001,-0.3%,-0.1%,233,5.4%,9.4%,492,-4.7%,-13.4%,31,5,7.0,$274K,-4.0%,4.0%,207,-28.4%,-18.8%
534,"Galveston, TX",August 2019,All Residential,Place/City,False,TX,0.9549720340000001,-0.8%,0.4%,128,-9.2%,3.2%,609,-1.0%,-0.2%,60,7,3.0,$240K,-14.3%,9.3%,175,-1.1%,15.1%
535,"Houston, TX",January 2020,All Residential,Place/City,False,TX,0.9676725629999999,-0.3%,0.2%,1766,-38.5%,11.9%,9406,1.7%,-0.7%,58,5,7.0,$210K,-15.3%,5.0%,3461,63.4%,3.7%
536,"League City, TX",June 2020,All Residential,Place/City,False,TX,0.985653057,-0.2%,0.1%,237,80.9%,16.2%,337,-6.9%,-31.6%,18,-8,-9.0,$295K,11.3%,8.9%,221,-15.0%,-7.5%
537,"Galveston, TX",September 2012,All Residential,Place/City,False,TX,0.9323131929999999,-2.1%,-1.0%,49,-44.9%,4800.0%,558,-4.9%,4.7%,87,8,54.0,$167K,22.1%,294.8%,88,-20.0%,15.8%
538,"Houston, TX",April 2013,All Residential,Place/City,False,TX,0.9769032759999999,0.4%,0.9%,2817,10.4%,25.1%,6826,0.1%,-32.2%,27,-12,-27.0,$180K,11.5%,19.2%,3682,8.2%,7.3%
539,"Baytown, TX",April 2013,All Residential,Place/City,False,TX,0.961093216,0.6%,0.5%,66,-29.8%,-15.4%,326,-6.1%,-20.9%,146,63,82.0,$116K,-4.2%,1.1%,103,1.0%,-24.3%
540,"Houston, TX",May 2015,All Residential,Place/City,False,TX,0.980419354,0.3%,-0.6%,2661,1.8%,-9.6%,7336,2.0%,22.9%,20,-3,1.0,$203K,9.4%,6.6%,3660,-1.5%,-5.7%
541,"Pasadena, TX",August 2015,All Residential,Place/City,False,TX,0.9916473109999999,0.9%,1.7%,99,-1.0%,-1.0%,188,-5.1%,-16.1%,18,2,-1.0,$158K,13.7%,23.0%,90,-37.1%,-3.2%
542,"Texas City, TX",June 2016,All Residential,Place/City,False,TX,0.940789738,-5.2%,-0.5%,60,15.4%,66.7%,113,22.8%,-22.1%,24,1,-1.0,$125K,-5.5%,-1.3%,78,39.3%,32.2%
543,"Sugar Land, TX",February 2017,All Residential,Place/City,False,TX,0.964281979,0.0%,-0.3%,127,14.4%,8.5%,529,6.9%,-0.2%,70,5,25.0,$314K,1.4%,18.6%,230,32.2%,20.4%
544,"Friendswood, TX",August 2017,All Residential,Place/City,False,TX,0.9798758670000001,-0.2%,0.0%,70,-9.1%,-21.3%,215,-6.5%,10.8%,19,-5,5.0,$308K,-6.8%,29.2%,80,-22.3%,-5.9%
545,"Missouri City, TX",November 2017,All Residential,Place/City,False,TX,0.965256826,-0.5%,-0.7%,120,-6.3%,15.4%,516,-2.8%,11.4%,59,11,14.0,$240K,4.3%,-4.6%,134,-10.7%,8.1%
546,"League City, TX",December 2017,All Residential,Place/City,False,TX,0.978433784,-0.3%,-0.2%,169,3.0%,5.6%,346,-5.7%,-6.0%,49,-5,9.0,$260K,0.0%,0.5%,91,-35.5%,-9.0%
547,"Houston, TX",January 2018,All Residential,Place/City,False,TX,0.964116427,-0.1%,0.0%,1797,-32.8%,3.3%,8193,-0.4%,0.2%,48,4,-1.0,$194K,-10.5%,3.8%,3077,44.7%,-6.9%
548,"Sugar Land, TX",January 2018,All Residential,Place/City,False,TX,0.96007225,-0.4%,-0.5%,96,-38.1%,-13.5%,592,-6.8%,19.6%,81,8,16.0,$284K,-0.4%,-8.4%,179,61.3%,2.9%
549,"Conroe, TX",May 2018,All Residential,Place/City,False,TX,0.977112469,0.0%,-0.3%,249,31.7%,1.6%,804,6.1%,-0.4%,36,4,-6.0,$242K,2.1%,5.7%,336,9.4%,10.2%
550,"Sugar Land, TX",May 2018,All Residential,Place/City,False,TX,0.9673351029999999,-0.3%,-0.6%,223,16.8%,-6.3%,787,15.9%,5.5%,27,-8,3.0,$313K,0.6%,-3.9%,369,23.0%,8.5%
551,"Sugar Land, TX",September 2018,All Residential,Place/City,False,TX,0.965007552,0.1%,0.5%,136,-43.1%,-11.1%,771,-2.5%,-3.1%,59,11,14.0,$305K,-6.8%,-3.2%,203,-6.9%,21.6%
552,"Missouri City, TX",October 2018,All Residential,Place/City,False,TX,0.9764734409999999,0.2%,0.6%,139,11.2%,8.6%,611,-1.6%,15.1%,36,-15,-12.0,$230K,-6.9%,0.0%,184,-2.6%,22.7%
