Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy
"Pasadena, TX",Feb-14,All Residential,Place/City,FALSE,TX,0.966268406,1.10%,2.30%,62,3.30%,-21.50%,260,0.80%,-11.30%,46,-27,-70,$119K,3.90%,28.10%,88,-4.30%,1.10%
"Galveston, TX",Mar-15,All Residential,Place/City,FALSE,TX,0.95913117,0.20%,0.00%,90,11.10%,9.80%,593,3.30%,-8.80%,44,-50,-47,$173K,2.40%,-7.70%,180,19.20%,-4.80%
"Sugar Land, TX",May-16,All Residential,Place/City,FALSE,TX,0.967909442,-0.30%,-1.30%,186,5.10%,-5.10%,623,5.10%,28.70%,32,-2,16,$334K,5.70%,2.90%,282,8.00%,-8.70%
"Baytown, TX",Sep-16,All Residential,Place/City,FALSE,TX,0.974689187,-1.30%,-0.50%,105,-13.90%,10.50%,265,4.30%,-8.00%,30,4,11,$175K,5.40%,20.70%,118,-6.30%,18.00%
"Galveston, TX",Jul-17,All Residential,Place/City,FALSE,TX,0.95379554,0.90%,0.20%,114,-23.00%,-14.30%,632,-1.90%,-3.20%,57,3,2,$175K,-13.80%,9.10%,188,15.30%,13.30%
"Sugar Land, TX",Aug-17,All Residential,Place/City,FALSE,TX,0.970449542,-0.20%,-0.40%,161,-20.70%,-22.60%,868,-3.40%,22.80%,29,-2,1,$310K,-11.70%,1.50%,210,-30.70%,-3.70%
"Pasadena, TX",Sep-13,All Residential,Place/City,FALSE,TX,0.969273536,-0.30%,-1.20%,80,-16.70%,40.40%,300,5.30%,-16.40%,54,0,-11,$111K,2.60%,-1.10%,97,-10.20%,18.30%
"Missouri City, TX",Nov-14,All Residential,Place/City,FALSE,TX,0.969785792,0.30%,-0.60%,124,-19.50%,7.80%,294,-13.00%,-18.30%,35,3,-12,$242K,12.70%,14.60%,89,-36.00%,-27.00%
"Sugar Land, TX",Jun-16,All Residential,Place/City,FALSE,TX,0.980611235,1.30%,0.40%,203,9.10%,-16.80%,692,11.10%,26.00%,28,-4,13,$308K,-7.80%,-6.50%,314,11.30%,-3.40%
"Pasadena, TX",Nov-19,All Residential,Place/City,FALSE,TX,0.97551785,-0.40%,0.70%,84,-10.60%,37.70%,216,9.10%,1.90%,25,3,6,$173K,-1.10%,-0.60%,101,-1.90%,18.80%
"Friendswood, TX",Jan-20,All Residential,Place/City,FALSE,TX,0.954512125,-2.20%,-1.20%,38,-33.30%,-13.60%,136,4.60%,-34.00%,41,-18,-46,$226K,-16.50%,-16.90%,65,71.10%,-16.70%
"Texas City, TX",Apr-20,All Residential,Place/City,FALSE,TX,0.985072721,2.00%,1.70%,53,-10.20%,-26.40%,239,-8.80%,11.20%,64,11,13,$204K,8.10%,2.70%,70,-27.10%,-15.70%
"Houston, TX",Feb-13,All Residential,Place/City,FALSE,TX,0.966810974,-0.20%,0.90%,1920,12.10%,16.20%,6953,-2.10%,-31.20%,52,-4,-28,$159K,16.50%,17.80%,3034,7.80%,3.50%
"League City, TX",Jan-17,All Residential,Place/City,FALSE,TX,0.975134024,-0.60%,-0.20%,106,-33.80%,7.10%,366,-0.50%,-8.50%,50,10,12,$255K,-1.40%,8.10%,162,62.00%,-13.80%
"Houston, TX",Jul-15,All Residential,Place/City,FALSE,TX,0.977897765,-0.30%,-0.60%,3072,2.30%,0.50%,8322,9.30%,24.50%,21,1,5,$201K,-1.70%,4.00%,4172,11.60%,12.40%
"Texas City, TX",May-18,All Residential,Place/City,FALSE,TX,0.963447389,-2.80%,2.20%,64,-11.10%,4.90%,199,2.60%,43.20%,25,-7,4,$160K,-1.50%,33.40%,91,-8.10%,18.20%
"Houston, TX",Jun-16,All Residential,Place/City,FALSE,TX,0.977134773,0.40%,-0.40%,2999,7.70%,-0.10%,9500,2.60%,24.80%,29,1,9,$215K,0.70%,5.10%,3926,3.30%,5.00%
"League City, TX",Jul-16,All Residential,Place/City,FALSE,TX,0.989923454,0.00%,0.30%,201,-7.80%,-13.40%,403,-0.20%,-3.40%,13,-14,-3,$244K,-0.60%,4.80%,226,-15.40%,-11.40%
"Texas City, TX",Aug-16,All Residential,Place/City,FALSE,TX,0.956313065,-3.40%,0.60%,63,31.30%,46.50%,88,-16.20%,-38.00%,26,7,2,$127K,6.80%,8.10%,56,12.00%,-5.10%
"Texas City, TX",Dec-16,All Residential,Place/City,FALSE,TX,0.986879823,-1.10%,1.40%,40,-7.00%,0.00%,113,8.70%,13.00%,18,5,-26,$149K,-0.80%,31.10%,35,-12.50%,16.70%
"Baytown, TX",Dec-16,All Residential,Place/City,FALSE,TX,0.973359656,0.10%,0.60%,83,1.20%,6.40%,234,-5.30%,-7.10%,49,13,15,$172K,-0.70%,12.30%,77,-9.40%,2.70%
"Sugar Land, TX",Jan-17,All Residential,Place/City,FALSE,TX,0.964656784,-0.20%,0.80%,111,-37.30%,35.40%,495,-4.80%,-6.30%,65,10,-2,$310K,-3.90%,-8.20%,174,58.20%,-3.90%
"Galveston, TX",Apr-17,All Residential,Place/City,FALSE,TX,0.955495437,0.30%,0.20%,116,-1.70%,-1.70%,631,-1.60%,2.90%,48,0,9,$185K,-16.60%,-6.90%,169,-17.20%,-1.20%
"Friendswood, TX",Jul-17,All Residential,Place/City,FALSE,TX,0.981644703,-0.30%,-0.60%,77,-10.50%,-1.30%,230,-0.90%,15.00%,24,12,13,$330K,30.70%,26.10%,103,-14.20%,-2.80%
"Galveston, TX",Jan-18,All Residential,Place/City,FALSE,TX,0.943268194,-0.60%,-1.10%,64,-41.80%,4.90%,543,3.40%,-7.20%,103,28,9,$180K,-3.70%,-4.30%,146,30.40%,-14.60%
"League City, TX",Jun-18,All Residential,Place/City,FALSE,TX,0.986466681,0.50%,0.50%,198,-6.20%,-14.70%,511,15.60%,15.60%,18,4,-5,$268K,0.90%,5.70%,272,-5.90%,-0.70%
"Missouri City, TX",Aug-18,All Residential,Place/City,FALSE,TX,0.974232778,-0.60%,-0.40%,175,11.50%,84.20%,626,4.50%,2.60%,34,-2,7,$239K,-7.50%,1.30%,199,-10.40%,34.50%
"Texas City, TX",Sep-18,All Residential,Place/City,FALSE,TX,0.962796808,-1.40%,-0.50%,65,-14.50%,41.30%,236,2.60%,26.90%,38,3,-5,$139K,-21.40%,-17.40%,76,-13.60%,28.80%
"Texas City, TX",Oct-18,All Residential,Place/City,FALSE,TX,0.966497358,0.40%,-1.50%,69,6.20%,38.00%,242,2.50%,22.20%,34,-4,4,$170K,22.30%,36.00%,106,39.50%,41.30%
"Pasadena, TX",Aug-19,All Residential,Place/City,FALSE,TX,0.963068053,-1.70%,-1.90%,108,-12.90%,13.70%,213,2.90%,3.40%,17,2,2,$168K,-2.00%,-2.90%,135,12.50%,-2.90%
"Texas City, TX",Oct-19,All Residential,Place/City,FALSE,TX,0.968922924,0.00%,0.20%,78,23.80%,13.00%,248,-1.20%,2.50%,43,13,9,$190K,2.60%,11.70%,92,4.50%,-13.20%
"Houston, TX",Dec-19,All Residential,Place/City,FALSE,TX,0.970507666,-0.10%,0.10%,2871,24.00%,14.90%,9252,-8.30%,0.00%,53,8,2,$248K,11.70%,14.00%,2118,-22.20%,-2.10%
"Friendswood, TX",May-20,All Residential,Place/City,FALSE,TX,0.980263123,0.10%,-0.20%,82,51.90%,-21.90%,133,-1.50%,-38.40%,17,-7,-7,$305K,18.00%,-5.70%,82,-6.80%,-26.80%
"Galveston, TX",Aug-13,All Residential,Place/City,FALSE,TX,0.944103557,-1.10%,-0.90%,118,11.30%,32.60%,616,6.00%,4.90%,73,-15,-6,$183K,6.80%,33.70%,161,54.80%,46.40%
"Texas City, TX",Aug-14,All Residential,Place/City,FALSE,TX,0.95288223,2.00%,-1.40%,44,10.00%,51.70%,173,0.60%,-17.20%,59,10,-20,$99K,42.80%,22.50%,59,-15.70%,20.40%
"Texas City, TX",Feb-15,All Residential,Place/City,FALSE,TX,0.949198321,-0.50%,-1.00%,34,3.00%,70.00%,128,3.20%,-24.70%,71,12,-10,$107K,31.30%,37.20%,51,15.90%,30.80%
"Houston, TX",Nov-15,All Residential,Place/City,FALSE,TX,0.971317239,-0.10%,-0.50%,1805,-22.70%,-17.40%,8440,-3.00%,33.80%,34,1,5,$180K,-2.60%,0.10%,2575,-19.50%,4.40%
"Houston, TX",May-18,All Residential,Place/City,FALSE,TX,0.973303342,0.20%,-0.20%,3154,15.40%,0.40%,9821,5.20%,-2.50%,25,-3,0,$223K,1.40%,5.20%,4528,4.80%,2.90%
"Sugar Land, TX",Aug-19,All Residential,Place/City,FALSE,TX,0.963846128,-0.20%,0.00%,203,0.50%,-15.10%,834,-2.60%,5.40%,50,11,2,$313K,-7.10%,-4.40%,225,-25.20%,3.20%
"Friendswood, TX",Oct-19,All Residential,Place/City,FALSE,TX,0.98611416,1.20%,2.10%,69,-12.70%,-6.80%,164,-6.30%,-38.80%,34,-12,-7,$292K,-4.50%,15.10%,62,-4.60%,-21.50%
"Pasadena, TX",Dec-19,All Residential,Place/City,FALSE,TX,0.979365421,0.40%,0.20%,95,13.10%,21.80%,200,-7.40%,-7.40%,31,6,3,$189K,9.20%,12.50%,79,-21.80%,31.70%
"Baytown, TX",Aug-13,All Residential,Place/City,FALSE,TX,0.965958727,-1.80%,-0.20%,91,23.00%,4.60%,356,4.10%,-16.20%,51,-4,-16,$135K,3.30%,17.50%,106,2.90%,9.30%
"Sugar Land, TX",Feb-14,All Residential,Place/City,FALSE,TX,0.970045274,-0.50%,1.30%,129,17.30%,-3.70%,302,0.70%,-22.40%,29,0,-34,$280K,-5.60%,22.10%,185,6.90%,1.60%
"Sugar Land, TX",Dec-15,All Residential,Place/City,FALSE,TX,0.963377639,-0.40%,-1.30%,171,44.90%,-24.30%,504,-7.50%,62.10%,54,4,24,$315K,-9.30%,-19.00%,115,-24.30%,-26.80%
"Houston, TX",Jul-16,All Residential,Place/City,FALSE,TX,0.974366984,-0.30%,-0.40%,2720,-9.30%,-11.50%,9710,2.20%,16.70%,29,0,8,$215K,0.00%,7.00%,3773,-3.90%,-9.60%
"Texas City, TX",Nov-16,All Residential,Place/City,FALSE,TX,0.997571637,-0.90%,6.00%,43,-17.30%,13.20%,104,-9.60%,-9.60%,13,-9,-46,$150K,18.50%,41.30%,40,-33.30%,-9.10%
"Galveston, TX",Nov-19,All Residential,Place/City,FALSE,TX,0.950216213,-1.10%,-0.60%,101,5.20%,17.40%,551,-3.30%,0.50%,66,6,11,$258K,5.90%,20.20%,116,-20.00%,20.80%
"Pasadena, TX",Apr-13,All Residential,Place/City,FALSE,TX,0.978027841,0.50%,1.50%,75,27.10%,-15.70%,304,2.40%,-23.20%,42,-10,-15,$115K,12.60%,16.10%,111,14.40%,-9.80%
"Texas City, TX",Oct-13,All Residential,Place/City,FALSE,TX,0.957749636,1.10%,4.40%,26,-10.30%,-18.80%,215,-0.90%,-5.30%,65,-7,-4,$71K,-18.00%,28.10%,53,6.00%,-1.90%
"Galveston, TX",Nov-15,All Residential,Place/City,FALSE,TX,0.955054791,-0.90%,0.90%,81,-18.20%,-5.80%,543,-5.20%,-1.60%,56,-16,-24,$175K,-2.80%,-5.40%,107,-18.90%,28.90%
"League City, TX",Jan-13,All Residential,Place/City,FALSE,TX,0.971578725,1.40%,1.70%,87,-24.30%,24.30%,476,-1.20%,-21.50%,59,-22,-46,$171K,-9.00%,-3.40%,155,58.20%,16.50%
"Sugar Land, TX",Mar-13,All Residential,Place/City,FALSE,TX,0.959235552,0.30%,0.30%,172,28.40%,32.30%,368,-5.40%,-40.00%,29,-34,-37,$258K,12.30%,0.60%,232,27.50%,-18.00%
"Friendswood, TX",Sep-15,All Residential,Place/City,FALSE,TX,0.985160995,0.00%,1.60%,67,-1.50%,21.80%,154,3.40%,2.70%,13,2,-13,$192K,-17.20%,8.50%,90,16.90%,57.90%
"Houston, TX",Oct-15,All Residential,Place/City,FALSE,TX,0.972110302,-0.20%,-0.50%,2335,-10.60%,-14.30%,8704,0.80%,34.80%,33,6,7,$185K,-2.60%,1.60%,3197,-2.60%,3.50%
"Galveston, TX",Apr-16,All Residential,Place/City,FALSE,TX,0.953908951,1.00%,-0.40%,118,5.40%,0.90%,613,3.90%,3.20%,39,-20,-42,$199K,13.00%,24.50%,171,-24.00%,11.80%
"Sugar Land, TX",Apr-17,All Residential,Place/City,FALSE,TX,0.973833691,0.50%,0.30%,176,9.30%,-0.60%,681,16.00%,14.80%,30,8,-4,$320K,-0.10%,1.40%,324,9.10%,24.10%
"Sugar Land, TX",May-17,All Residential,Place/City,FALSE,TX,0.973164912,-0.10%,0.50%,238,35.20%,28.00%,746,9.50%,19.70%,24,-6,-8,$326K,1.60%,-2.50%,340,4.90%,20.60%
"Galveston, TX",Nov-17,All Residential,Place/City,FALSE,TX,0.959118888,1.50%,0.30%,90,-3.20%,32.40%,533,-3.60%,-10.30%,68,-8,6,$183K,-28.70%,-23.10%,113,-14.40%,0.90%
"Houston, TX",Jun-18,All Residential,Place/City,FALSE,TX,0.972871797,0.00%,-0.10%,3216,2.00%,2.40%,10239,4.30%,-2.30%,27,2,0,$228K,2.20%,1.30%,4176,-7.80%,0.30%
"Galveston, TX",Jun-18,All Residential,Place/City,FALSE,TX,0.965339054,1.30%,2.10%,156,11.40%,5.40%,647,3.50%,0.50%,36,-6,-18,$242K,24.40%,19.60%,193,2.10%,18.40%
"Texas City, TX",Jan-19,All Residential,Place/City,FALSE,TX,0.996263395,3.30%,3.60%,35,-53.30%,-25.50%,225,-2.20%,14.80%,35,-8,-46,$197K,12.60%,27.90%,74,34.50%,-3.90%
"Pasadena, TX",Feb-19,All Residential,Place/City,FALSE,TX,0.985244789,1.50%,0.90%,74,25.40%,21.30%,199,-6.10%,74.60%,24,-16,-5,$172K,9.20%,11.00%,87,-9.40%,13.00%
"Galveston, TX",Jun-20,All Residential,Place/City,FALSE,TX,0.965608827,1.90%,1.20%,222,85.00%,66.90%,393,-25.70%,-36.40%,59,8,5,$283K,29.60%,25.20%,161,-13.40%,-10.60%
"Galveston, TX",Feb-13,All Residential,Place/City,FALSE,TX,0.94553555,1.50%,3.90%,61,13.00%,10.90%,600,7.50%,2.40%,98,-19,8,$162K,24.90%,-3.60%,140,-2.80%,-9.10%
"Friendswood, TX",Jul-13,All Residential,Place/City,FALSE,TX,0.974836504,-0.20%,1.50%,113,10.80%,44.90%,185,-13.60%,-33.70%,28,-21,-17,$227K,13.10%,21.30%,92,-6.10%,3.40%
"Galveston, TX",Oct-14,All Residential,Place/City,FALSE,TX,0.966320652,0.80%,1.10%,90,-9.10%,21.60%,564,-7.20%,-6.90%,72,-15,9,$169K,-7.50%,-0.40%,103,-23.10%,-18.30%
"Friendswood, TX",Dec-14,All Residential,Place/City,FALSE,TX,0.973107053,1.40%,0.20%,72,35.80%,4.30%,110,-15.40%,-30.40%,25,-26,-22,$210K,-20.00%,-3.20%,40,-29.80%,-14.90%
"League City, TX",Nov-16,All Residential,Place/City,FALSE,TX,0.983087763,-0.30%,0.60%,148,-10.30%,35.80%,400,-4.30%,7.50%,30,6,8,$250K,-0.20%,9.00%,141,-3.40%,6.00%
"Baytown, TX",Jan-17,All Residential,Place/City,FALSE,TX,0.96241625,-1.10%,-0.30%,70,-15.70%,-10.30%,216,-7.70%,-17.20%,50,1,-23,$154K,-10.30%,7.80%,97,26.00%,-5.80%
"Friendswood, TX",Jan-19,All Residential,Place/City,FALSE,TX,0.966368131,-0.60%,0.70%,44,-27.90%,-4.30%,206,-2.40%,26.40%,87,41,69,$272K,6.50%,19.90%,78,129.40%,-13.30%
"Missouri City, TX",Mar-12,All Residential,Place/City,FALSE,TX,0.954146501,-1.20%,-0.40%,119,35.20%,32.20%,509,3.00%,-26.70%,79,-26,-27,$173K,-6.40%,-0.90%,193,25.30%,4.90%
"Houston, TX",Apr-12,All Residential,Place/City,FALSE,TX,0.968098234,0.60%,1.20%,2251,4.20%,6.30%,10063,-0.10%,-25.70%,54,-16,-17,$151K,-2.50%,10.20%,3433,-2.20%,-4.70%
"League City, TX",Aug-12,All Residential,Place/City,FALSE,TX,0.974590634,0.40%,1.90%,142,-17.00%,2266.70%,575,-5.00%,-6.20%,66,15,-15,$179K,-4.50%,-29.10%,177,-7.80%,43.90%
"Friendswood, TX",Sep-12,All Residential,Place/City,FALSE,TX,0.95840732,-0.50%,-2.20%,63,-25.90%,215.00%,254,-3.10%,-19.40%,54,2,-22,$180K,-2.80%,25.60%,68,-8.10%,44.70%
"League City, TX",May-14,All Residential,Place/City,FALSE,TX,0.9835207,0.40%,0.70%,172,-7.00%,-12.20%,416,5.60%,-13.30%,24,-2,-15,$201K,-1.20%,8.60%,252,4.10%,1.60%
"Pasadena, TX",Feb-17,All Residential,Place/City,FALSE,TX,0.972207559,0.50%,0.00%,67,28.80%,1.50%,154,-6.10%,-12.00%,27,-23,-20,$155K,14.80%,19.70%,95,13.10%,5.60%
"Friendswood, TX",Nov-17,All Residential,Place/City,FALSE,TX,0.971235339,-0.40%,0.70%,70,-1.40%,4.50%,179,5.90%,4.70%,58,19,1,$245K,-9.30%,-23.40%,70,-7.90%,16.70%
"Houston, TX",Mar-18,All Residential,Place/City,FALSE,TX,0.969023195,0.40%,0.00%,2705,28.60%,-4.50%,8780,6.00%,-3.00%,37,-12,0,$218K,1.20%,3.60%,4126,27.50%,-6.50%
"Baytown, TX",Jun-18,All Residential,Place/City,FALSE,TX,0.982748339,0.80%,0.20%,138,24.30%,31.40%,295,5.40%,17.10%,17,-10,-6,$183K,-1.40%,0.70%,147,-16.50%,2.80%
"Houston, TX",Jun-19,All Residential,Place/City,FALSE,TX,0.976263131,0.00%,0.30%,3004,-7.20%,-6.60%,11131,2.60%,8.70%,28,-4,1,$243K,1.30%,6.60%,4109,-10.60%,-1.60%
"Houston, TX",Apr-20,All Residential,Place/City,FALSE,TX,0.974213815,0.10%,0.10%,2040,-22.50%,-28.10%,10031,-0.40%,-3.20%,36,-9,1,$237K,-1.30%,3.00%,2809,-25.40%,-35.90%
"Pasadena, TX",Feb-12,All Residential,Place/City,FALSE,TX,0.963157468,-1.40%,1.70%,51,8.50%,-12.10%,378,-2.80%,-21.40%,87,6,-5,$93K,2.90%,2.30%,92,9.50%,-5.20%
"Texas City, TX",Aug-12,All Residential,Place/City,FALSE,TX,0.946824519,-0.10%,,40,29.00%,,229,1.30%,,73,-15,,$73K,-19.10%,,55,7.80%,
"Sugar Land, TX",Apr-18,All Residential,Place/City,FALSE,TX,0.970756619,0.50%,-0.30%,191,12.40%,8.50%,679,3.50%,-0.30%,35,-36,5,$311K,-3.70%,-3.00%,300,-2.30%,-7.40%
"Baytown, TX",Oct-18,All Residential,Place/City,FALSE,TX,0.966179311,-1.10%,-0.90%,93,-2.10%,-25.00%,303,-5.30%,20.20%,37,4,2,$185K,1.40%,9.30%,112,-5.10%,-14.50%
"Baytown, TX",Apr-20,All Residential,Place/City,FALSE,TX,0.978533584,-0.40%,-0.20%,86,-34.40%,-20.40%,333,-7.80%,32.10%,43,-13,9,$204K,-1.80%,6.40%,125,-29.80%,13.60%
"Texas City, TX",Oct-14,All Residential,Place/City,FALSE,TX,0.960503328,-0.20%,0.30%,54,14.90%,107.70%,151,-8.50%,-29.80%,51,5,-14,$113K,-5.80%,60.40%,47,-9.60%,-11.30%
"Texas City, TX",Feb-13,All Residential,Place/City,FALSE,TX,0.960416102,3.50%,2.10%,28,7.70%,75.00%,193,-7.20%,-12.70%,57,-66,-57,$71K,-14.00%,-3.10%,33,-32.70%,-34.00%
"Houston, TX",Jun-14,All Residential,Place/City,FALSE,TX,0.985627648,-0.10%,0.30%,2974,1.00%,4.50%,6182,3.60%,-12.40%,17,-2,-5,$200K,5.30%,11.10%,3613,-6.90%,-1.60%
"Texas City, TX",Aug-19,All Residential,Place/City,FALSE,TX,0.969224906,-0.60%,-0.80%,66,20.00%,-13.20%,243,3.40%,5.70%,49,21,14,$179K,-4.30%,1.20%,98,10.10%,11.40%
"Sugar Land, TX",Sep-19,All Residential,Place/City,FALSE,TX,0.96572231,0.20%,0.10%,156,-23.20%,14.70%,792,-5.00%,2.70%,46,-4,-13,$299K,-4.50%,-2.00%,165,-26.70%,-18.70%
"Houston, TX",Oct-19,All Residential,Place/City,FALSE,TX,0.969406788,-0.20%,0.00%,2553,2.00%,0.10%,10714,-1.20%,3.80%,45,2,5,$224K,1.10%,4.70%,3417,8.50%,2.20%
"Sugar Land, TX",Feb-20,All Residential,Place/City,FALSE,TX,0.967816059,0.40%,0.40%,126,26.00%,23.50%,588,-3.30%,-5.00%,98,30,20,$296K,2.20%,6.50%,188,8.00%,-2.10%
"Friendswood, TX",Mar-20,All Residential,Place/City,FALSE,TX,0.978244116,-0.10%,1.10%,69,35.30%,-8.00%,137,2.20%,-36.90%,24,-47,-21,$320K,14.30%,10.30%,82,7.90%,-22.60%
"Baytown, TX",May-12,All Residential,Place/City,FALSE,TX,0.972140406,1.60%,2.10%,65,-16.70%,0.00%,419,1.70%,-21.80%,60,-4,-37,$123K,6.90%,36.60%,119,-12.50%,-2.50%
"Pasadena, TX",Feb-15,All Residential,Place/City,FALSE,TX,0.973408506,-0.90%,0.70%,71,77.50%,14.50%,162,-11.00%,-37.70%,36,-2,-10,$105K,-19.20%,-11.40%,93,9.40%,5.70%
"Houston, TX",Mar-17,All Residential,Place/City,FALSE,TX,0.96909189,0.10%,-0.10%,2831,38.70%,16.00%,9053,7.30%,1.10%,37,-15,3,$210K,2.20%,4.00%,4414,30.10%,12.00%
"Missouri City, TX",Aug-19,All Residential,Place/City,FALSE,TX,0.97062877,-0.40%,-0.40%,193,-5.40%,10.30%,620,-2.70%,-1.00%,47,14,13,$264K,3.70%,10.50%,198,-10.80%,-0.50%
"Missouri City, TX",Nov-19,All Residential,Place/City,FALSE,TX,0.972491209,0.20%,-0.10%,114,-34.90%,-5.80%,530,-7.20%,-11.80%,75,25,31,$240K,5.70%,4.60%,128,-30.80%,-15.20%
"League City, TX",Sep-17,All Residential,Place/City,FALSE,TX,0.978844904,-0.50%,-0.70%,184,15.70%,14.30%,460,-11.00%,2.20%,31,6,12,$259K,-4.80%,8.40%,157,-23.40%,-24.50%
"Baytown, TX",Jul-18,All Residential,Place/City,FALSE,TX,0.977558303,-0.50%,-0.40%,114,-17.40%,17.50%,335,13.60%,8.10%,25,8,9,$200K,9.10%,5.30%,162,10.20%,-6.40%
"Sugar Land, TX",Aug-18,All Residential,Place/City,FALSE,TX,0.963606967,-0.60%,-0.70%,239,7.20%,48.40%,791,-4.50%,-8.90%,48,17,19,$327K,-2.30%,5.60%,218,-19.30%,3.80%
"Friendswood, TX",Jun-19,All Residential,Place/City,FALSE,TX,0.984701419,0.20%,0.80%,96,-8.60%,-19.30%,214,-0.90%,-12.30%,23,-1,9,$297K,-8.10%,6.00%,105,-6.30%,-25.00%
"Houston, TX",Aug-19,All Residential,Place/City,FALSE,TX,0.970916829,-0.20%,0.00%,3030,-3.40%,-2.50%,11083,-1.90%,4.50%,35,5,5,$230K,0.10%,5.90%,3707,-9.00%,-5.50%
"Houston, TX",Apr-15,All Residential,Place/City,FALSE,TX,0.977013785,0.00%,-0.60%,2615,9.30%,-0.30%,7194,3.90%,26.00%,23,0,0,$185K,-4.30%,0.10%,3717,7.30%,1.10%
"Texas City, TX",Oct-16,All Residential,Place/City,FALSE,TX,1.006846558,6.80%,6.10%,52,36.80%,10.60%,115,13.90%,-6.50%,22,-4,-13,$127K,11.50%,36.00%,60,-4.80%,36.40%
"Friendswood, TX",Mar-18,All Residential,Place/City,FALSE,TX,0.98262404,1.00%,0.50%,68,-2.90%,-10.50%,165,9.30%,5.80%,13,-37,-3,$244K,14.20%,3.10%,130,71.10%,39.80%
"League City, TX",Aug-18,All Residential,Place/City,FALSE,TX,0.98247474,-0.30%,-0.10%,213,12.70%,34.00%,568,1.10%,9.90%,24,5,-1,$263K,-3.40%,-3.30%,255,-5.20%,24.40%
"Houston, TX",Oct-18,All Residential,Place/City,FALSE,TX,0.969139505,-0.10%,0.10%,2551,5.20%,4.10%,10318,-1.80%,9.80%,40,6,-8,$214K,-0.50%,2.90%,3344,4.70%,4.60%
"Galveston, TX",Dec-18,All Residential,Place/City,FALSE,TX,0.957484234,0.10%,0.80%,82,-4.70%,-25.50%,503,-8.20%,-4.20%,76,21,1,$201K,-6.60%,7.40%,89,-7.30%,-20.50%
"Galveston, TX",Jan-20,All Residential,Place/City,FALSE,TX,0.953417048,-0.20%,-1.30%,78,-34.50%,13.00%,552,5.70%,6.20%,69,8,-2,$230K,-12.50%,9.00%,181,105.70%,18.30%
"Texas City, TX",May-12,All Residential,Place/City,FALSE,TX,0.949948065,2.00%,-6.30%,30,25.00%,2900.00%,218,-4.80%,21.80%,61,-9,56,$84K,23.00%,222.40%,43,-27.10%,34.40%
"Pasadena, TX",Jun-12,All Residential,Place/City,FALSE,TX,0.986697691,1.20%,2.00%,92,24.30%,53.30%,385,2.10%,-23.20%,31,-55,-38,$100K,-12.80%,-12.90%,113,14.10%,-5.00%
"Missouri City, TX",Dec-12,All Residential,Place/City,FALSE,TX,0.957547677,-1.40%,0.50%,136,20.40%,33.30%,434,-5.70%,-13.00%,90,19,-6,$189K,2.20%,18.00%,108,-10.70%,27.10%
"Houston, TX",Jan-14,All Residential,Place/City,FALSE,TX,0.973298711,-0.10%,0.50%,1758,-30.90%,2.70%,5946,-2.10%,-16.30%,42,8,-14,$157K,-16.30%,15.30%,2865,47.80%,1.80%
"Friendswood, TX",Apr-14,All Residential,Place/City,FALSE,TX,0.978133277,-0.40%,0.70%,72,35.80%,-2.70%,158,-3.10%,-30.40%,21,-11,-33,$228K,26.40%,17.60%,103,19.80%,3.00%
"Baytown, TX",Aug-15,All Residential,Place/City,FALSE,TX,0.968267434,-0.60%,-0.40%,103,-7.20%,7.30%,286,15.30%,-7.10%,27,-6,5,$150K,-4.50%,3.40%,146,-3.30%,11.50%
"Texas City, TX",Sep-16,All Residential,Place/City,FALSE,TX,0.938611327,-1.80%,-2.90%,38,-39.70%,-13.60%,101,14.80%,-19.80%,26,0,-18,$114K,-10.30%,-6.90%,63,12.50%,46.50%
"Friendswood, TX",Oct-16,All Residential,Place/City,FALSE,TX,0.980847415,1.00%,-0.20%,55,-24.70%,-25.70%,177,-5.30%,21.20%,21,-2,3,$229K,-4.60%,4.10%,57,-14.90%,-13.60%
"Sugar Land, TX",Oct-17,All Residential,Place/City,FALSE,TX,0.968351871,0.80%,0.10%,152,-0.70%,4.10%,755,-5.20%,19.80%,45,0,2,$310K,-1.60%,0.20%,202,21.00%,18.10%
"Missouri City, TX",Sep-18,All Residential,Place/City,FALSE,TX,0.974020027,0.00%,0.50%,125,-28.60%,-10.10%,621,-0.80%,8.20%,51,17,-3,$247K,3.30%,-4.60%,189,-5.00%,35.00%
"Baytown, TX",May-20,All Residential,Place/City,FALSE,TX,0.981799275,0.30%,0.30%,95,10.50%,-12.80%,344,3.30%,21.60%,40,-3,13,$215K,5.30%,13.20%,168,34.40%,13.50%
"Pasadena, TX",Aug-12,All Residential,Place/City,FALSE,TX,0.956691924,0.40%,-1.00%,80,8.10%,-11.10%,367,-5.20%,-26.00%,56,-5,-27,$101K,6.30%,1.50%,96,-8.60%,0.00%
"Friendswood, TX",Mar-17,All Residential,Place/City,FALSE,TX,0.977889804,0.70%,0.00%,76,38.20%,2.70%,156,9.90%,2.60%,16,-20,-10,$237K,-18.60%,-0.10%,93,47.60%,6.90%
